destination,month,airline,average_price_naira,booking_window_weeks
Ireland,January,Turkish Airlines,2233217,4
Ireland,January,British Airways,2375945,3
Ireland,January,Lufthansa,2112818,4
Ireland,January,Air France,2355007,7
Ireland,January,KLM,2293456,1
Ireland,January,Delta Airlines,2416997,1
Ireland,January,United Airlines,2465993,5
Ireland,January,Virgin Atlantic,1981624,2
Ireland,January,Ethiopian Airlines,2427795,8
Ireland,January,Kenya Airways,2410209,8
Ireland,January,RwandAir,2348199,1
Ireland,January,South African Airways,2192407,3
Ireland,January,Air Canada,2015910,1
Ireland,January,Singapore Airlines,2064971,1
Ireland,January,Etihad Airways,2543472,8
Ireland,January,Saudi Airlines,1976775,1
Ireland,January,EgyptAir,2543877,2
Ireland,January,Royal Air Maroc,2112857,3
Ireland,January,American Airlines,2060154,9
Ireland,January,Cathay Pacific,2361529,9
Ireland,January,Japan Airlines,2584829,5
Ireland,January,Malaysia Airlines,2220674,2
Ireland,January,Thai Airways,2031995,12
Ireland,January,Air India,2381554,5
Ireland,January,Brussels Airlines,1988684,8
Ireland,January,Swiss Air,2136203,7
Ireland,January,Finnair,2147163,12
Ireland,January,Austrian Airlines,2200924,8
Ireland,February,Emirates,2314457,12
Ireland,February,Qatar Airways,2658404,6
Ireland,February,Turkish Airlines,1880256,11
Ireland,February,British Airways,2424959,5
Ireland,February,Lufthansa,2218624,7
Ireland,February,Air France,2024281,6
Ireland,February,KLM,2467928,5
Ireland,February,Delta Airlines,2299492,5
Ireland,February,United Airlines,1841410,4
Ireland,February,Virgin Atlantic,2089488,4
Ireland,February,Ethiopian Airlines,2241759,10
Ireland,February,Kenya Airways,2301868,10
Ireland,February,RwandAir,2117087,2
Ireland,February,South African Airways,2012669,12
Ireland,February,Air Canada,2154630,2
Ireland,February,Singapore Airlines,2024405,5
Ireland,February,Etihad Airways,2060520,1
Ireland,February,Saudi Airlines,2483668,6
Ireland,February,EgyptAir,1911281,12
Ireland,February,Royal Air Maroc,2266818,2
Ireland,February,American Airlines,2203578,8
Ireland,February,Cathay Pacific,2413584,4
Ireland,February,Japan Airlines,1987698,6
Ireland,February,Malaysia Airlines,2252714,1
Ireland,February,Thai Airways,2310787,11
Ireland,February,Air India,2646680,12
Ireland,February,Brussels Airlines,2170223,1
Ireland,February,Swiss Air,1956991,12
Ireland,February,Finnair,2200198,6
Ireland,February,Austrian Airlines,2297273,4
Ireland,March,Emirates,2128549,7
Ireland,March,Qatar Airways,2132239,5
Ireland,March,Turkish Airlines,2185019,8
Ireland,March,British Airways,2398795,3
Ireland,March,Lufthansa,2573279,4
Ireland,March,Air France,2199793,9
Ireland,March,KLM,2156102,7
Ireland,March,Delta Airlines,2309867,7
Ireland,March,United Airlines,2234131,6
Ireland,March,Virgin Atlantic,2209983,2
Ireland,March,Ethiopian Airlines,2733958,11
Ireland,March,Kenya Airways,2220135,8
Ireland,March,RwandAir,2099402,2
Ireland,March,South African Airways,2577435,4
Ireland,March,Air Canada,2206068,7
Ireland,March,Singapore Airlines,2536889,3
Ireland,March,Etihad Airways,2059447,8
Ireland,March,Saudi Airlines,2431757,11
Ireland,March,EgyptAir,2452414,6
Ireland,March,Royal Air Maroc,2650578,3
Ireland,March,American Airlines,2313970,11
Ireland,March,Cathay Pacific,2527851,6
Ireland,March,Japan Airlines,2612570,7
Ireland,March,Malaysia Airlines,2083829,7
Ireland,March,Thai Airways,2496931,3
Ireland,March,Air India,2501003,2
Ireland,March,Brussels Airlines,2227306,8
Ireland,March,Swiss Air,2581321,9
Ireland,March,Finnair,2730460,7
Ireland,March,Austrian Airlines,2655062,1
Ireland,April,Emirates,2154827,6
Ireland,April,Qatar Airways,2488835,1
Ireland,April,Turkish Airlines,2487308,3
Ireland,April,British Airways,2281764,4
Ireland,April,Lufthansa,2110318,5
Ireland,April,Air France,2709931,11
Ireland,April,KLM,2183298,1
Ireland,April,Delta Airlines,2238062,1
Ireland,April,United Airlines,2229350,2
Ireland,April,Virgin Atlantic,2327702,7
Ireland,April,Ethiopian Airlines,2387914,12
Ireland,April,Kenya Airways,2325855,10
Ireland,April,RwandAir,2269963,7
Ireland,April,South African Airways,2356474,8
Ireland,April,Air Canada,2533567,4
Ireland,April,Singapore Airlines,2678151,7
Ireland,April,Etihad Airways,2561489,12
Ireland,April,Saudi Airlines,2389416,9
Ireland,April,EgyptAir,2535218,8
Ireland,April,Royal Air Maroc,2707626,10
Ireland,April,American Airlines,2225586,9
Ireland,April,Cathay Pacific,2545886,8
Ireland,April,Japan Airlines,2539297,5
Ireland,April,Malaysia Airlines,2353236,2
Ireland,April,Thai Airways,2128568,2
Ireland,April,Air India,2231170,7
Ireland,April,Brussels Airlines,2533987,3
Ireland,April,Swiss Air,2691301,5
Ireland,April,Finnair,2147286,1
Ireland,April,Austrian Airlines,2446485,4
Ireland,May,Emirates,2239705,8
Ireland,May,Qatar Airways,2520249,1
Ireland,May,Turkish Airlines,2305565,5
Ireland,May,British Airways,2211347,8
Ireland,May,Lufthansa,2419434,10
Ireland,May,Air France,2405690,8
Ireland,May,KLM,2605868,1
Ireland,May,Delta Airlines,2649501,8
Ireland,May,United Airlines,2694866,3
Ireland,May,Virgin Atlantic,2738544,9
Ireland,May,Ethiopian Airlines,2179459,1
Ireland,May,Kenya Airways,2442104,4
Ireland,May,RwandAir,2398112,10
Ireland,May,South African Airways,2074971,8
Ireland,May,Air Canada,2677979,4
Ireland,May,Singapore Airlines,2587000,5
Ireland,May,Etihad Airways,2286900,7
Ireland,May,Saudi Airlines,2073680,2
Ireland,May,EgyptAir,2350915,9
Ireland,May,Royal Air Maroc,2706829,12
Ireland,May,American Airlines,2714608,4
Ireland,May,Cathay Pacific,2332758,4
Ireland,May,Japan Airlines,2199705,2
Ireland,May,Malaysia Airlines,2447223,5
Ireland,May,Thai Airways,2289548,12
Ireland,May,Air India,2658483,8
Ireland,May,Brussels Airlines,2419207,3
Ireland,May,Swiss Air,2467173,1
Ireland,May,Finnair,2226043,10
Ireland,May,Austrian Airlines,2286893,2
Ireland,June,Emirates,2517185,4
Ireland,June,Qatar Airways,2519323,3
Ireland,June,Turkish Airlines,2341649,2
Ireland,June,British Airways,2673790,7
Ireland,June,Lufthansa,2060433,6
Ireland,June,Air France,2162180,1
Ireland,June,KLM,2219446,10
Ireland,June,Delta Airlines,2239284,7
Ireland,June,United Airlines,2515118,6
Ireland,June,Virgin Atlantic,2354023,4
Ireland,June,Ethiopian Airlines,2355500,5
Ireland,June,Kenya Airways,2435356,3
Ireland,June,RwandAir,2196777,9
Ireland,June,South African Airways,2247104,8
Ireland,June,Air Canada,2677999,1
Ireland,June,Singapore Airlines,2401224,7
Ireland,June,Etihad Airways,2527715,2
Ireland,June,Saudi Airlines,2738030,11
Ireland,June,EgyptAir,2269246,5
Ireland,June,Royal Air Maroc,2104951,1
Ireland,June,American Airlines,2473008,3
Ireland,June,Cathay Pacific,2335077,9
Ireland,June,Japan Airlines,2064693,3
Ireland,June,Malaysia Airlines,2546836,2
Ireland,June,Thai Airways,2701868,6
Ireland,June,Air India,2102503,12
Ireland,June,Brussels Airlines,2207572,12
Ireland,June,Swiss Air,2480490,5
Ireland,June,Finnair,2707038,2
Ireland,June,Austrian Airlines,2150849,12
Ireland,July,Emirates,3984860,11
Ireland,July,Qatar Airways,3172303,3
Ireland,July,Turkish Airlines,3867782,6
Ireland,July,British Airways,3153186,11
Ireland,July,Lufthansa,3774251,8
Ireland,July,Air France,3288459,9
Ireland,July,KLM,2812821,1
Ireland,July,Delta Airlines,3374697,7
Ireland,July,United Airlines,3497059,5
Ireland,July,Virgin Atlantic,3128259,2
Ireland,July,Ethiopian Airlines,3134354,1
Ireland,July,Kenya Airways,3343676,4
Ireland,July,RwandAir,3563769,1
Ireland,July,South African Airways,2652926,1
Ireland,July,Air Canada,3596313,6
Ireland,July,Singapore Airlines,2737432,6
Ireland,July,Etihad Airways,3647351,12
Ireland,July,Saudi Airlines,3305000,6
Ireland,July,EgyptAir,3333404,6
Ireland,July,Royal Air Maroc,2809978,8
Ireland,July,American Airlines,3492109,5
Ireland,July,Cathay Pacific,3272175,7
Ireland,July,Japan Airlines,3392524,12
Ireland,July,Malaysia Airlines,2845522,4
Ireland,July,Thai Airways,3457748,6
Ireland,July,Air India,3528266,4
Ireland,July,Brussels Airlines,3321571,12
Ireland,July,Swiss Air,2847379,1
Ireland,July,Finnair,3357315,2
Ireland,July,Austrian Airlines,3110003,11
Ireland,August,Emirates,3294826,3
Ireland,August,Qatar Airways,3469845,12
Ireland,August,Turkish Airlines,2548862,3
Ireland,August,British Airways,2826000,9
Ireland,August,Lufthansa,3056359,1
Ireland,August,Air France,2886400,3
Ireland,August,KLM,3093400,9
Ireland,August,Delta Airlines,3253755,11
Ireland,August,United Airlines,3042902,6
Ireland,August,Virgin Atlantic,3800810,1
Ireland,August,Ethiopian Airlines,3384000,9
Ireland,August,Kenya Airways,3291973,2
Ireland,August,RwandAir,3596384,1
Ireland,August,South African Airways,2882319,3
Ireland,August,Air Canada,2859508,3
Ireland,August,Singapore Airlines,3746734,4
Ireland,August,Etihad Airways,2775710,3
Ireland,August,Saudi Airlines,2843377,1
Ireland,August,EgyptAir,3109863,5
Ireland,August,Royal Air Maroc,3332832,4
Ireland,August,American Airlines,3142338,8
Ireland,August,Cathay Pacific,3099224,9
Ireland,August,Japan Airlines,3343458,4
Ireland,August,Malaysia Airlines,3484404,2
Ireland,August,Thai Airways,3632071,6
Ireland,August,Air India,2961604,3
Ireland,August,Brussels Airlines,3212297,11
Ireland,August,Swiss Air,3550914,11
Ireland,August,Finnair,3157613,12
Ireland,August,Austrian Airlines,2770686,11
Ireland,September,Emirates,2279133,11
Ireland,September,Qatar Airways,2104162,12
Ireland,September,Turkish Airlines,2120675,3
Ireland,September,British Airways,2711377,1
Ireland,September,Lufthansa,2104990,4
Ireland,September,Air France,2455616,9
Ireland,September,KLM,2397662,2
Ireland,September,Delta Airlines,2144251,1
Ireland,September,United Airlines,2276706,8
Ireland,September,Virgin Atlantic,2534985,5
Ireland,September,Ethiopian Airlines,2229912,8
Ireland,September,Kenya Airways,2467110,8
Ireland,September,RwandAir,2267190,4
Ireland,September,South African Airways,2297525,1
Ireland,September,Air Canada,2684578,2
Ireland,September,Singapore Airlines,2193532,11
Ireland,September,Etihad Airways,2163100,3
Ireland,September,Saudi Airlines,2642160,8
Ireland,September,EgyptAir,2377543,3
Ireland,September,Royal Air Maroc,2124096,9
Ireland,September,American Airlines,2696313,11
Ireland,September,Cathay Pacific,2658432,12
Ireland,September,Japan Airlines,2588806,5
Ireland,September,Malaysia Airlines,2606473,7
Ireland,September,Thai Airways,2121839,4
Ireland,September,Air India,2471730,11
Ireland,September,Brussels Airlines,2208428,4
Ireland,September,Swiss Air,2069457,2
Ireland,September,Finnair,2557407,3
Ireland,September,Austrian Airlines,2625505,10
Ireland,October,Emirates,2310293,1
Ireland,October,Qatar Airways,2596422,2
Ireland,October,Turkish Airlines,2581749,5
Ireland,October,British Airways,2243008,1
Ireland,October,Lufthansa,2250945,1
Ireland,October,Air France,2703702,10
Ireland,October,KLM,2112595,5
Ireland,October,Delta Airlines,2164721,4
Ireland,October,United Airlines,2338847,9
Ireland,October,Virgin Atlantic,2074086,3
Ireland,October,Ethiopian Airlines,2725249,7
Ireland,October,Kenya Airways,2133419,3
Ireland,October,RwandAir,2676844,7
Ireland,October,South African Airways,2249093,12
Ireland,October,Air Canada,2170099,10
Ireland,October,Singapore Airlines,2710162,10
Ireland,October,Etihad Airways,2447035,7
Ireland,October,Saudi Airlines,2376392,11
Ireland,October,EgyptAir,2587232,10
Ireland,October,Royal Air Maroc,2729055,12
Ireland,October,American Airlines,2444158,4
Ireland,October,Cathay Pacific,2361741,9
Ireland,October,Japan Airlines,2259463,1
Ireland,October,Malaysia Airlines,2419314,5
Ireland,October,Thai Airways,2551539,12
Ireland,October,Air India,2266175,8
Ireland,October,Brussels Airlines,2296829,6
Ireland,October,Swiss Air,2665624,5
Ireland,October,Finnair,2451741,7
Ireland,October,Austrian Airlines,2459286,6
Ireland,November,Emirates,2126647,12
Ireland,November,Qatar Airways,2128831,5
Ireland,November,Turkish Airlines,2115560,11
Ireland,November,British Airways,2237315,11
Ireland,November,Lufthansa,2354973,9
Ireland,November,Air France,2177099,3
Ireland,November,KLM,2086023,1
Ireland,November,Delta Airlines,2346536,2
Ireland,November,United Airlines,2632276,2
Ireland,November,Virgin Atlantic,2654708,12
Ireland,November,Ethiopian Airlines,2703856,11
Ireland,November,Kenya Airways,2085474,5
Ireland,November,RwandAir,2198310,7
Ireland,November,South African Airways,2071651,7
Ireland,November,Air Canada,2665048,3
Ireland,November,Singapore Airlines,2562521,12
Ireland,November,Etihad Airways,2396746,8
Ireland,November,Saudi Airlines,2117784,2
Ireland,November,EgyptAir,2059035,1
Ireland,November,Royal Air Maroc,2224916,3
Ireland,November,American Airlines,2733538,4
Ireland,November,Cathay Pacific,2524409,9
Ireland,November,Japan Airlines,2141703,3
Ireland,November,Malaysia Airlines,2336786,6
Ireland,November,Thai Airways,2200843,10
Ireland,November,Air India,2548660,9
Ireland,November,Brussels Airlines,2468413,1
Ireland,November,Swiss Air,2133551,11
Ireland,November,Finnair,2654001,11
Ireland,November,Austrian Airlines,2292766,1
Ireland,December,Emirates,3226969,12
Ireland,December,Qatar Airways,3826968,6
Ireland,December,Turkish Airlines,3446178,1
Ireland,December,British Airways,2836058,3
Ireland,December,Lufthansa,3491962,10
Ireland,December,Air France,2902894,7
Ireland,December,KLM,2941550,3
Ireland,December,Delta Airlines,3114029,7
Ireland,December,United Airlines,3025335,6
Ireland,December,Virgin Atlantic,2966491,5
Ireland,December,Ethiopian Airlines,3571160,1
Ireland,December,Kenya Airways,2869267,11
Ireland,December,RwandAir,3553334,8
Ireland,December,South African Airways,3588573,10
Ireland,December,Air Canada,3106695,7
Ireland,December,Singapore Airlines,2985763,12
Ireland,December,Etihad Airways,3593313,11
Ireland,December,Saudi Airlines,2926200,11
Ireland,December,EgyptAir,3246854,4
Ireland,December,Royal Air Maroc,3773128,12
Ireland,December,American Airlines,2866181,11
Ireland,December,Cathay Pacific,2806032,7
Ireland,December,Japan Airlines,2723091,1
Ireland,December,Malaysia Airlines,3759090,9
Ireland,December,Thai Airways,3007639,4
Ireland,December,Air India,3137059,8
Ireland,December,Brussels Airlines,3345849,5
Ireland,December,Swiss Air,2939698,5
Ireland,December,Finnair,3036710,6
Ireland,December,Austrian Airlines,3925070,8
Scotland,January,Emirates,2545547,12
Scotland,January,Qatar Airways,2853146,2
Scotland,January,Turkish Airlines,2753852,4
Scotland,January,British Airways,2719834,2
Scotland,January,Lufthansa,3429569,12
Scotland,January,Air France,2463764,10
Scotland,January,KLM,2895297,2
Scotland,January,Delta Airlines,3294753,5
Scotland,January,United Airlines,2922562,6
Scotland,January,Virgin Atlantic,2951877,5
Scotland,January,Ethiopian Airlines,3276720,2
Scotland,January,Kenya Airways,2746610,1
Scotland,January,RwandAir,3002538,5
Scotland,January,South African Airways,2668747,12
Scotland,January,Air Canada,3298853,9
Scotland,January,Singapore Airlines,3018788,6
Scotland,January,Etihad Airways,2698828,1
Scotland,January,Saudi Airlines,2711259,8
Scotland,January,EgyptAir,3069492,8
Scotland,January,Royal Air Maroc,2504175,3
Scotland,January,American Airlines,3155170,8
Scotland,January,Cathay Pacific,3214148,10
Scotland,January,Japan Airlines,2984158,2
Scotland,January,Malaysia Airlines,2495435,1
Scotland,January,Thai Airways,2682993,8
Scotland,January,Air India,2981737,1
Scotland,January,Brussels Airlines,3159557,9
Scotland,January,Swiss Air,3160601,11
Scotland,January,Finnair,3138867,9
Scotland,January,Austrian Airlines,2664309,7
Scotland,February,Emirates,3066741,8
Scotland,February,Qatar Airways,3423452,6
Scotland,February,Turkish Airlines,3108321,7
Scotland,February,British Airways,2663297,7
Scotland,February,Lufthansa,2848031,3
Scotland,February,Air France,2470936,4
Scotland,February,KLM,2896593,4
Scotland,February,Delta Airlines,3275088,9
Scotland,February,United Airlines,2958384,4
Scotland,February,Virgin Atlantic,2840159,7
Scotland,February,Ethiopian Airlines,3370986,12
Scotland,February,Kenya Airways,3080322,1
Scotland,February,RwandAir,3164929,5
Scotland,February,South African Airways,3100284,3
Scotland,February,Air Canada,3043862,3
Scotland,February,Singapore Airlines,2686573,4
Scotland,February,Etihad Airways,2797921,7
Scotland,February,Saudi Airlines,2388797,2
Scotland,February,EgyptAir,2837835,8
Scotland,February,Royal Air Maroc,2823256,3
Scotland,February,American Airlines,3063851,9
Scotland,February,Cathay Pacific,3448691,1
Scotland,February,Japan Airlines,2571422,10
Scotland,February,Malaysia Airlines,3068189,5
Scotland,February,Thai Airways,2913811,3
Scotland,February,Air India,2836941,8
Scotland,February,Brussels Airlines,2678545,5
Scotland,February,Swiss Air,3132051,12
Scotland,February,Finnair,3472262,4
Scotland,February,Austrian Airlines,3003423,7
Scotland,March,Emirates,3008035,6
Scotland,March,Qatar Airways,3514060,6
Scotland,March,Turkish Airlines,2991886,4
Scotland,March,British Airways,3232065,11
Scotland,March,Lufthansa,2769546,7
Scotland,March,Air France,2987154,8
Scotland,March,KLM,2701496,2
Scotland,March,Delta Airlines,3393280,5
Scotland,March,United Airlines,3569240,9
